event,sentence
"('Love,Kevin', 'pts', '20')","PLAYER_FIRST PLAYER_LAST had STAT points and _STAT_ rebounds for Cleveland, which led 32 17 early in the second quarter."
"('Love,Kevin', 'trb', '10')","PLAYER_FIRST PLAYER_LAST had STAT rebounds for Cleveland, which led 32 17 early in the second quarter."
"('Smith,Josh', 'pts', '5')",The Rockets' newest additions had differing levels of success: Corey Brewer scored _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT points.
"('Mills,Patty', 'pts', '8')","PLAYER_LAST had STAT points, all in the final quarter, but his energy was the spark that helped the Spurs snap a two game skid."
"('Brewer,Corey', 'pts', '25')",The Rockets' newest additions had differing levels of success: PLAYER_FIRST PLAYER_LAST scored STAT points and Josh Smith added five points.
"('Howard,Dwight', 'pts', '24')",James Harden had _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ rebounds for Houston (21 8).
"('Howard,Dwight', 'trb', '17')",James Harden had PLAYER_FIRST PLAYER_LAST added STAT rebounds for Houston (21 8).
"('Harden,James', 'fg3', '3')","After Green missed a STAT pointer, PLAYER_LAST dribbled the ball out of bounds for his ninth and final turnover."
"('Duncan,Tim', 'pts', '16')", PLAYER_LAST had STAT points and Manu Ginobili had 15 for the Spurs (19 13).
"('Green,Danny', 'fg3', '3')","After PLAYER_LAST missed a STAT pointer, Harden dribbled the ball out of bounds for his ninth and final turnover."
"('Ginobili,Manu', 'pts', '15')", Duncan had _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT for the Spurs (19 13).
"('Harden,James', 'pts', '28')",PLAYER_FIRST PLAYER_LAST had STAT points and Dwight Howard added _STAT_ points and _STAT_ rebounds for Houston (21 8).
"('Duncan,Tim', 'pts', '16')",APPROACHING MILESTONE PLAYER_LAST had STAT points and eight rebounds in 31 minutes.
"('Duncan,Tim', 'trb', '8')",APPROACHING MILESTONE PLAYER_LAST had STAT rebounds in 31 minutes.
"('Westbrook,Russell', 'fg3', '0')",00 for the first time after Durant and PLAYER_FIRST PLAYER_LAST were sidelined by injuries for 14 of the first 16 games.
"('Nowitzki,Dirk', 'fg', '8')","Carlisle brought PLAYER_LAST back with 5:44 left, and he scored STAT of the next _STAT_ for a 106 102 lead."
"('Westbrook,Russell', 'pts', '18')",PLAYER_LAST scored STAT but was 6 of 23 from the field.
"('Westbrook,Russell', 'fg', '6')",PLAYER_LAST scored 18 but was STAT of 23 from the field.
"('Ibaka,Serge', 'pts', '26')",PLAYER_FIRST PLAYER_LAST led Oklahoma City with a season high STAT points but was limited to just one shot and two points in the fourth quarter.
"('Ellis,Monta', 'pts', '18')",BANGED UP BACKCOURT MATES PLAYER_FIRST PLAYER_LAST scored STAT for Dallas before spraining his left ankle late in the game.
"('POR', 'fg3', '16')",The Blazers went 16 for 36 from long range on the night.
"('Aldrich,Cole', 'pts', '12')","PLAYER_FIRST PLAYER_LAST had STAT points and a career high _STAT_ rebounds for New York, and Tim Hardaway Jr."
"('Aldrich,Cole', 'trb', '19')","PLAYER_FIRST PLAYER_LAST had a career high STAT rebounds for New York, and Tim Hardaway Jr."
"('Batum,Nicolas', 'fg3', '5')",Teammate PLAYER_FIRST PLAYER_LAST had STAT 3 pointers and finished with 17 points.
"('Batum,Nicolas', 'pts', '17')",Teammate PLAYER_FIRST PLAYER_LAST had five 3 pointers and finished with STAT points.
"('Freeland,Joel', 'pts', '10')",BRITISH BULLDOG PLAYER_FIRST PLAYER_LAST had STAT points and STAT rebounds for his first career double double.
"('Freeland,Joel', 'trb', '10')",BRITISH BULLDOG PLAYER_FIRST PLAYER_LAST had STAT STAT rebounds for his first career double double.
"('Freeland,Joel', 'pts', '10')",BRITISH BULLDOG PLAYER_FIRST PLAYER_LAST had STAT points and STAT rebounds for his first career double double.
"('Freeland,Joel', 'trb', '10')",BRITISH BULLDOG PLAYER_FIRST PLAYER_LAST had STAT STAT rebounds for his first career double double.
"('Lowry,Kyle', 'pts', '30')","PLAYER_LAST had STAT points and 11 assists, and Raptors beat the Nuggets 116 102 on Sunday night."
"('Lowry,Kyle', 'ast', '11')","PLAYER_LAST had STAT assists, and Raptors beat the Nuggets 116 102 on Sunday night."
"('TOR', 'fg3', '10')","The Raptors, who have won seven of eight, got _STAT_ apiece from Lowry and Williams in a 28 point fourth quarter."
"('Lowry,Kyle', 'fg3', '3')",The lead grew to 109 98 on a STAT point play by PLAYER_LAST with 3:59 left.
"('TOR', 'pts', '116')","Lowry had _STAT_ points and 11 assists, and Raptors beat the Nuggets 116 102 on Sunday night."
"('Lowry,Kyle', 'fg3', '3')","After Nate Robinson missed a STAT pointer, PLAYER_LAST sank two foul shots to push the lead to eight."
"('Chandler,Wilson', 'pts', '20')"," Ty Lawson led Denver with 28 points, and PLAYER_FIRST PLAYER_LAST had STAT points and 10 rebounds."
"('Chandler,Wilson', 'trb', '10')", Ty Lawson led Denver with 28 and PLAYER_FIRST PLAYER_LAST had STAT rebounds.
"('DEN', 'pts', '102')","Lowry had _STAT_ points and 11 assists, and Raptors beat the Nuggets 116 102 on Sunday night."
"('Williams,Lou', 'pts', '31')",PLAYER_LAST scored STAT points as the Eastern Conference leading Raptors completed a sweep of the season series against Denver.
"('Lawson,Ty', 'pts', '28')"," PLAYER_FIRST PLAYER_LAST led Denver with STAT points, and Wilson Chandler had _STAT_ points and 10 rebounds."
"('Morris,Markieff', 'pts', '12')","""We just had to push the pace and keep up on Kobe,"" said PLAYER_FIRST Morris, who had STAT points and seven rebounds."
"('Morris,Markieff', 'trb', '7')","""We just had to push the pace and keep up on Kobe,"" said PLAYER_FIRST Morris, who had STAT rebounds."
"('Lin,Jeremy', 'pts', '19')",PLAYER_FIRST PLAYER_LAST added STAT points.
"('Young,Nick', 'fg3', '4')", PLAYER_FIRST PLAYER_LAST hit STAT 3 pointers and scored _STAT_ while taking up Kobe's scoring slack again for the Lakers.
"('Young,Nick', 'pts', '21')", PLAYER_FIRST PLAYER_LAST hit four 3 pointers and scored STAT points while taking up Kobe's scoring slack again for the Lakers.
"('Bryant,Kobe', 'pts', '10')","""My legs felt a lot better,"" said Bryant, whose STAT shots were less than half his season average."
"('Bryant,Kobe', 'fg', '4')", Nick Young hit STAT 3 pointers and scored _STAT_ while taking up Kobe's scoring slack again for the Lakers.
"('LAL', 'fg3', '12')",Lakers: Los Angeles went 12 for 20 on 3 pointers.
"('Bryant,Kobe', 'fg3', '1')","""They've got STAT on the left, STAT on the right and STAT in the middle,"" PLAYER_LAST said."
"('Bryant,Kobe', 'fg3', '1')","""They've got STAT on the left, STAT on the right and STAT in the middle,"" PLAYER_LAST said."
"('Bryant,Kobe', 'fg3', '1')","""They've got STAT on the left, STAT on the right and STAT in the middle,"" PLAYER_LAST said."
"('Dudley,Jared', 'pts', '17')","PLAYER_FIRST PLAYER_LAST scored STAT points, Giannis Antetokounm had 16, Zaza Pachulia had 15, O.J."
"('Miles,C.J.', 'pts', '11')","PLAYER_LAST each added STAT points for the Pacers (11 21), who trailed by _STAT_ points in the second half."
"('IND', 'pts', '90')",Butler had _STAT_ points and nine rebounds to lead the Chicago Bulls to a 92 90 victory over the Indiana Pacers on Monday night.
"('Butler,Jimmy', 'pts', '27')",PLAYER_LAST had STAT points and nine rebounds to lead the Chicago Bulls to a 92 90 victory over the Indiana Pacers on Monday night.
"('Butler,Jimmy', 'trb', '9')",PLAYER_LAST had STAT rebounds to lead the Chicago Bulls to a 92 90 victory over the Indiana Pacers on Monday night.
"('CHI', 'pts', '92')",Butler had _STAT_ points and nine rebounds to lead the Chicago Bulls to a 92 90 victory over the Indiana Pacers on Monday night.
"('IND', 'pts', '90')","Butler, who scored _STAT_ points in a 99 90 loss to Indiana back on Nov."
"('Copeland,Chris', 'pts', '17')","PLAYER_FIRST PLAYER_LAST scored 13 of his STAT points in the fourth quarter, and George Hill and C.J."
"('Gay,Rudy', 'pts', '25')","PLAYER_FIRST PLAYER_LAST had STAT points and DeMarcus Cousins added _STAT_ points and _STAT_ rebounds for the Kings, who've lost _STAT_ of their last 17 games."
"('Plumlee,Mason', 'ft', '10')",PLAYER_LAST converted STAT of 16 from the free throw line.
"('Jack,Jarrett', 'fg', '4')",But PLAYER_LAST and Johnson combined to hit STAT straight free throws that put the game out of reach for the Kings.
"('Williams,Derrick', 'pts', '2')",Nets: PLAYER_LAST shot STAT for 6 and scored six points off the bench.
"('Lopez,Brook', 'fg', '5')",Brooklyn is STAT 2 in the first game of a back to back.
"('Cousins,DeMarcus', 'pts', '24')","Rudy Gay had _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ rebounds for the Kings, who've lost _STAT_ of their last 17 games."
"('Cousins,DeMarcus', 'trb', '13')","Rudy Gay had PLAYER_FIRST PLAYER_LAST added STAT rebounds for the Kings, who've lost STAT of their last 17 games."
"('Cousins,DeMarcus', 'trb', '13')","Rudy Gay had PLAYER_FIRST PLAYER_LAST added STAT rebounds for the Kings, who've lost STAT of their last 17 games."
"('Williams,Deron', 'fg', '2')",Nets: PLAYER_LAST shot STAT for 6 and scored six off the bench.
"('Williams,Deron', 'pts', '6')",Nets: PLAYER_LAST shot 2 for STAT and scored STAT points off the bench.
"('Williams,Deron', 'pts', '6')",Nets: PLAYER_LAST shot 2 for STAT and scored STAT points off the bench.
"('SAC', 'tov', '21')"," Brooklyn scored _STAT_ off _STAT_ turnovers by the Kings, who dropped the first game of a four game road trip."
"('Collison,Darren', 'pts', '16')",PLAYER_LAST had STAT points and eight assists.
"('Collison,Darren', 'ast', '8')",PLAYER_LAST had STAT assists.
"('Bosh,Chris', 'pts', '20')","For Miami, Danny Granger had _STAT_ points and PLAYER_FIRST PLAYER_LAST scored STAT in his return after missing eight games with a strained left calf."
"('Bosh,Chris', 'fg', '8')","For Miami, Danny Granger had PLAYER_FIRST PLAYER_LAST scored 20 in his return after missing STAT games with a strained left calf."
"('MIA', 'fg3', '7')","Granger was 6 for 7 from 3 point range, including one that put Miami up 101 97 with 1:38 left."
"('MIA', 'pts', '101')","Granger was 6 for 7 from 3 point range, including one that put Miami up 101 97 with 1:38 left."
"('MIA', 'fg3', '7')",The Heat finished their seven game homestand 2 5.
"('Granger,Danny', 'pts', '21')","For Miami, PLAYER_FIRST PLAYER_LAST had STAT points and Chris Bosh scored 20 in his return after missing eight games with a strained left calf."
"('Granger,Danny', 'fg3', '6')","PLAYER_LAST was STAT for 7 from 3 point range, including one that put Miami up 101 97 with 1:38 left."
"('Granger,Danny', 'fg', '7')","PLAYER_LAST was 6 for STAT from 3 point range, including one that put Miami up 101 97 with 1:38 left."
"('Beal,Bradley', 'fg3', '5')","""I was just being aggressive, taking what the defense gave me,"" said Beal, who also went STAT for 9 from 3 point range."
"('Beal,Bradley', 'fg', '9')","""I was just being aggressive, taking what the defense gave me,"" said Beal, who also went 5 for STAT from 3 point range."
"('WAS', 'fg3', '8')",Washington improved to 22 8 to match its best start after 30 games in franchise history.
"('Ariza,Trevor', 'pts', '15')","PLAYER_FIRST Ariza, facing his former team for the first time since signing with Houston in the offseason, finished with STAT points and five rebounds."
"('Ariza,Trevor', 'trb', '5')","PLAYER_FIRST Ariza, facing his former team for the first time since signing with Houston in the offseason, finished with STAT rebounds."
"('Beal,Bradley', 'fg', '9')",PLAYER_LAST helped give the Wizards a 46 45 halftime lead with _STAT_ on 6 of STAT shooting.
"('Jordan,DeAndre', 'trb', '19')", PLAYER_FIRST PLAYER_LAST had STAT rebounds for the Clippers.
"('Paul,Chris', 'fg3', '3')", Paul's STAT pointer with 35.6 seconds left in the third quarter helped Los Angeles pull even at 77 77.
"('Gobert,Rudy', 'trb', '13')","Hayward scored _STAT_ for the Jazz, and PLAYER_FIRST PLAYER_LAST added STAT rebounds and _STAT_ off the bench."
"('Gobert,Rudy', 'pts', '11')","Hayward scored _STAT_ points for the Jazz, and PLAYER_FIRST PLAYER_LAST added _STAT_ rebounds and STAT points off the bench."
"('LAC', 'pts', '101')"," Paul, who recorded his first triple double with the Clippers during a 107 101 victory over the Jazz on Nov."
"('LAC', 'fg3', '10')", The Clippers are 10 6 in December with one game left.
"('Griffin,Blake', 'ast', '7')","It was Griffin's first NBA game with at least 20 STAT assists, six rebounds and four blocked shots."
"('Griffin,Blake', 'trb', '6')","It was Griffin's first NBA game with at least 20 seven assists, STAT rebounds and four blocked shots."
"('Hayward,Gordon', 'pts', '22')","PLAYER_LAST scored STAT points for the Jazz, and Rudy Gobert added _STAT_ rebounds and _STAT_ points off the bench."
"('Meeks,Jodie', 'fg3', '9')",    PLAYER_FIRST PLAYER_LAST got loose on the perimeter for STAT 3 pointers Tuesday night.
"('Harris,Tobias', 'pts', '15')",PLAYER_FIRST PLAYER_LAST added STAT points and eight rebounds.
"('Harris,Tobias', 'trb', '8')",PLAYER_FIRST PLAYER_LAST added STAT rebounds.
"('Oladipo,Victor', 'pts', '16')","PLAYER_FIRST PLAYER_LAST led the Magic, who were also seeking a third straight win, with STAT points."
"('ORL', 'fg3', '4')","After winning only four road games last season, the Magic are 4 10 at home and 9 12 on the road."
"('ORL', 'fg3', '4')","After winning only four road games last season, the Magic are 4 10 at home and 9 12 on the road."
"('Augustin,D.J.', 'pts', '11')","PLAYER_LAST had STAT points and _STAT_ assists for the Pistons (8 23), who have won three straight for the first time since February last season."
"('Augustin,D.J.', 'ast', '10')","PLAYER_LAST had STAT assists for the Pistons (8 23), who have won three straight for the first time since February last season."
"('Meeks,Jodie', 'fg', '11')",PLAYER_LAST finished STAT for 16 overall in posting the highest scoring game for any Pistons player this season.
"('Dellavedova,Matthew', 'pts', '6')",TIP INS Cavaliers: G PLAYER_FIRST PLAYER_LAST had STAT points in his fourth start of the season.
"('Irving,Kyrie', 'fg', '13')", PLAYER_LAST made STAT of 27 shots from the field.
"('Antic,Pero', 'pts', '5')",Hawks: C PLAYER_FIRST PLAYER_LAST had STAT points in his first start of the season.
"('CLE', 'fg3', '13')",Thompson had _STAT_ rebounds for Cleveland.
"('Thompson,Tristan', 'pts', '18')",PLAYER_LAST had STAT points and _STAT_ rebounds for Cleveland.
"('Thompson,Tristan', 'trb', '13')",PLAYER_LAST had STAT rebounds for Cleveland.
"('Irving,Kyrie', 'tov', '8')",PLAYER_LAST had STAT turnovers.
"('Millsap,Paul', 'fg', '10')",PLAYER_LAST had STAT in the fourth quarter.
"('Korver,Kyle', 'fg3', '5')","Teague had 11 assists, and PLAYER_FIRST PLAYER_LAST sank STAT 3 pointers while scoring 19 points."
"('Korver,Kyle', 'pts', '19')","Teague had _STAT_ points and 11 assists, and PLAYER_FIRST PLAYER_LAST sank five 3 pointers while scoring STAT points."
"('Teague,Jeff', 'pts', '23')","PLAYER_LAST had STAT points and 11 assists, and Kyle Korver sank five 3 pointers while scoring 19 points."
"('Teague,Jeff', 'ast', '11')","PLAYER_LAST had STAT assists, and Kyle Korver sank five 3 pointers while scoring 19 points."
"('Dunleavy,Mike', 'pts', '23')"," PLAYER_FIRST PLAYER_LAST led the Bulls (22 10) with STAT points on 9 for 15 shooting, including 5 for 9 on 3 pointers."
"('Dunleavy,Mike', 'fg', '9')"," PLAYER_FIRST PLAYER_LAST led the Bulls (22 10) with _STAT_ on STAT for 15 shooting, including 5 for STAT on 3 pointers."
"('Dunleavy,Mike', 'fg3', '5')"," PLAYER_FIRST PLAYER_LAST led the Bulls (22 10) with _STAT_ on 9 for 15 shooting, including STAT for 9 on 3 pointers."
"('Dunleavy,Mike', 'fg', '9')"," PLAYER_FIRST PLAYER_LAST led the Bulls (22 10) with _STAT_ on STAT for 15 shooting, including 5 for STAT on 3 pointers."
"('Rose,Derrick', 'pts', '4')",PLAYER_FIRST PLAYER_LAST had just STAT on 2 for 15 shooting.
"('Rose,Derrick', 'fg', '2')",PLAYER_FIRST PLAYER_LAST had just four on STAT for 15 shooting.
"('Butler,Jimmy', 'pts', '8')","PLAYER_FIRST Butler, who averaged 26.4 points during the winning streak, had just STAT points."
