event,sentence
"('Gortat,Marcin', 'pts', '21')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('Gortat,Marcin', 'fg', '9')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('Gortat,Marcin', 'fg', '9')","Gortat had a season high 21 points, making 9 of 10 from the field, Bradley Beal scored 27 and John Wall had 25 points and nine assists in the Wizards' 121 103 win over the New York Knicks on Wednesday night."
"('BRK', 'fg', '37')","Nets: Brooklyn played without Caris LeVert, who had been the only Nets player to appear in all 37 games, because of a left groin strain."
"('Wiggins,Andrew', 'pts', '17')",Andrew Wiggins added 17 points and Karl Anthony Towns had 16 points and 10 rebounds.
"('BRK', 'pts', '98')"," seconds left and tied his career high with 26 points, leading Brooklyn to a 98 97 victory over the Timberwolves on Wednesday night."
"('MIN', 'pts', '97')"," seconds left and tied his career high with 26 points, leading Brooklyn to a 98 97 victory over the Timberwolves on Wednesday night."
"('Okafor,Jahlil', 'pts', '2')","OKAFOR OK Jahlil Okafor had two points in 11 minutes, his second appearance for the Nets since they acquired him from Philadelphia last month."
"('Towns,Karl-Anthony', 'pts', '16')",Andrew Wiggins added 17 points and Karl Anthony Towns had 16 points and 10 rebounds.
"('Towns,Karl-Anthony', 'trb', '10')",Andrew Wiggins added 17 points and Karl Anthony Towns had 16 points and 10 rebounds.
"('BRK', 'fg3', '14')",The Nets entered 14 23    they were 8 29 after 37 games in 2016 17.
"('BRK', 'fg', '37')",The Nets entered 14 23    they were 8 29 after 37 games in 2016 17.
"('Dinwiddie,Spencer', 'pts', '26')","Spencer Dinwiddie made the go ahead jumper with 10.1 seconds left and tied his career high with 26 points, leading Brooklyn to a 98 97 victory over the Timberwolves on Wednesday night."
"('MIN', 'ft', '24')","The Nets led 24 22 after one quarter and held Minnesota to 39.5 percent shooting in the first half, taking a 48 43 lead on Dinwiddie's 3 pointer at the buzzer."
"('Harris,Joe', 'pts', '17')",Joe Harris came off the bench to score 17 points.
"('Butler,Jimmy', 'pts', '30')"," Butler finished with 30 points, mostly on the strength of 16 of 18 shooting at the foul line."
"('Butler,Jimmy', 'ft', '16')"," Butler finished with 30 points, mostly on the strength of 16 of 18 shooting at the foul line."
"('MIA', 'fg3', '17')",Heat: Miami was 17 for 34 from 3 point range.
"('Bradley,Avery', 'pts', '15')","Reggie Bullock scored 17, Avery Bradley and Boban Marjanovic had 15 apiece, Dwight Buycks scored 14 and Luke Kennard added 13 for the Pistons."
"('Richardson,Josh', 'pts', '22')","Richardson scored 22 for Miami, which shot 51 percent and outscored the Pistons 51 27 from 3 point range."
"('Richardson,Josh', 'ft', '3')","Richardson scored 22 for Miami, which shot 51 percent and outscored the Pistons 51 27 from 3 point range."
"('MIA', 'pts', '111')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('Dragic,Goran', 'ast', '13')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('Dragic,Goran', 'pts', '24')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('Dragic,Goran', 'ast', '13')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('Dragic,Goran', 'fg3', '3')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('Dragic,Goran', 'ft', '3')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('DET', 'ft', '13')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('DET', 'ft', '13')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('DET', 'pts', '104')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('Ellington,Wayne', 'pts', '12')","James Johnson scored 16, Wayne Ellington had 12 and Hassan Whiteside added 10 for the Heat."
"('DET', 'ft', '13')","Reggie Bullock scored 17, Avery Bradley and Boban Marjanovic had 15 apiece, Dwight Buycks scored 14 and Luke Kennard added 13 for the Pistons."
"('DET', 'orb', '5')"," Marjanovic was 5 for 8 from the field, 5 for 5 from the line, and led Detroit with nine rebounds."
"('DET', 'orb', '5')"," Marjanovic was 5 for 8 from the field, 5 for 5 from the line, and led Detroit with nine rebounds."
"('DET', 'orb', '5')"," Marjanovic was 5 for 8 from the field, 5 for 5 from the line, and led Detroit with nine rebounds."
"('Ellington,Wayne', 'fg3', '3')",Ellington's 3 pointer with 6:39 left put Miami up for good in a game that had 14 lead changes and 11 ties.
"('Buycks,Dwight', 'pts', '14')","Reggie Bullock scored 17, Avery Bradley and Boban Marjanovic had 15 apiece, Dwight Buycks scored 14 and Luke Kennard added 13 for the Pistons."
"('Marjanovic,Boban', 'fg', '5')"," Marjanovic was 5 for 8 from the field, 5 for 5 from the line, and led Detroit with nine rebounds."
"('Marjanovic,Boban', 'ft', '5')"," Marjanovic was 5 for 8 from the field, 5 for 5 from the line, and led Detroit with nine rebounds."
"('Marjanovic,Boban', 'fg', '5')"," Marjanovic was 5 for 8 from the field, 5 for 5 from the line, and led Detroit with nine rebounds."
"('Marjanovic,Boban', 'ft', '5')"," Marjanovic was 5 for 8 from the field, 5 for 5 from the line, and led Detroit with nine rebounds."
"('Marjanovic,Boban', 'fg', '5')"," Marjanovic was 5 for 8 from the field, 5 for 5 from the line, and led Detroit with nine rebounds."
"('Marjanovic,Boban', 'ft', '5')"," Marjanovic was 5 for 8 from the field, 5 for 5 from the line, and led Detroit with nine rebounds."
"('Kennard,Luke', 'pts', '13')","Reggie Bullock scored 17, Avery Bradley and Boban Marjanovic had 15 apiece, Dwight Buycks scored 14 and Luke Kennard added 13 for the Pistons."
"('Whiteside,Hassan', 'pts', '10')","James Johnson scored 16, Wayne Ellington had 12 and Hassan Whiteside added 10 for the Heat."
"('Marjanovic,Boban', 'pts', '15')","Reggie Bullock scored 17, Avery Bradley and Boban Marjanovic had 15 apiece, Dwight Buycks scored 14 and Luke Kennard added 13 for the Pistons."
"('Harris,Tobias', 'pts', '19')", Tobias Harris led Detroit with 19 points.
"('Olynyk,Kelly', 'pts', '25')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('Olynyk,Kelly', 'trb', '13')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('Olynyk,Kelly', 'trb', '13')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('Olynyk,Kelly', 'fg3', '3')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('Olynyk,Kelly', 'ast', '3')","Olynyk scored 25 points and grabbed 13 rebounds, Goran Dragic added 24 points and 13 assists and the Miami Heat held off the Detroit Pistons 111 104 on Wednesday    moving three games over .500 for the first time since April 2016."
"('Rozier,Terry', 'pts', '20')","Terry Rozier scored 20 points in 20 minutes, stealing the spotlight from Thomas, LeBron James and Kyrie Irving in a rematch of the Eastern Conference finals and leading the Celtics to a 102 88 victory over the Cleveland Cavaliers on Wednesday night."
"('Rozier,Terry', 'pts', '20')","Terry Rozier scored 20 points in 20 minutes, stealing the spotlight from Thomas, LeBron James and Kyrie Irving in a rematch of the Eastern Conference finals and leading the Celtics to a 102 88 victory over the Cleveland Cavaliers on Wednesday night."
"('Tatum,Jayson', 'pts', '15')","Marcus Smart and Jayson Tatum had 15 points apiece, and Irving and Al Horford each had 11 points and nine rebounds to help Boston to its fourth straight win."
"('BOS', 'orb', '9')","Marcus Smart and Jayson Tatum had 15 points apiece, and Irving and Al Horford each had 11 points and nine rebounds to help Boston to its fourth straight win."
"('Rozier,Terry', 'fg', '8')"," Rozier scored the last eight Boston points of the first quarter to give the Celtics an 11 point lead, and had another eight in a row midway through the fourth when they expanded the lead to 21."
"('Rozier,Terry', 'ft', '0')"," Rozier scored the last eight Boston points of the first quarter to give the Celtics an 11 point lead, and had another eight in a row midway through the fourth when they expanded the lead to 21."
"('Rozier,Terry', 'fg', '8')"," Rozier scored the last eight Boston points of the first quarter to give the Celtics an 11 point lead, and had another eight in a row midway through the fourth when they expanded the lead to 21."
"('James,LeBron', 'pts', '19')","James had 19 points, seven rebounds and six assists on 8 for 15 shooting    the only starter to make more than half of his shots on a team that scored a season low 88 points."
"('James,LeBron', 'trb', '7')","James had 19 points, seven rebounds and six assists on 8 for 15 shooting    the only starter to make more than half of his shots on a team that scored a season low 88 points."
"('James,LeBron', 'ast', '6')","James had 19 points, seven rebounds and six assists on 8 for 15 shooting    the only starter to make more than half of his shots on a team that scored a season low 88 points."
"('James,LeBron', 'fg', '8')","James had 19 points, seven rebounds and six assists on 8 for 15 shooting    the only starter to make more than half of his shots on a team that scored a season low 88 points."
"('Smart,Marcus', 'pts', '15')","Marcus Smart and Jayson Tatum had 15 points apiece, and Irving and Al Horford each had 11 points and nine rebounds to help Boston to its fourth straight win."
"('Irving,Kyrie', 'fg3', '0')","DOUBLE TEAMS With the Cavaliers double teaming their longtime point guard for much of the game, Irving was held under 20 points for the first time since Dec."
"('BOS', 'ft', '8')"," Rozier scored the last eight Boston points of the first quarter to give the Celtics an 11 point lead, and had another eight in a row midway through the fourth when they expanded the lead to 21."
"('BOS', 'ft', '8')"," Rozier scored the last eight Boston points of the first quarter to give the Celtics an 11 point lead, and had another eight in a row midway through the fourth when they expanded the lead to 21."
"('Horford,Al', 'pts', '11')","Marcus Smart and Jayson Tatum had 15 points apiece, and Irving and Al Horford each had 11 points and nine rebounds to help Boston to its fourth straight win."
"('Horford,Al', 'trb', '9')","Marcus Smart and Jayson Tatum had 15 points apiece, and Irving and Al Horford each had 11 points and nine rebounds to help Boston to its fourth straight win."
"('Irving,Kyrie', 'pts', '11')","Marcus Smart and Jayson Tatum had 15 points apiece, and Irving and Al Horford each had 11 points and nine rebounds to help Boston to its fourth straight win."
